PID,NAME,NAME TYPE,MISSION TYPE,MISSION TYPE PLUS,MISSION CATEGORY,SPACE,TIME,YEAR,MONTH,DAY,LAUNCH LOCATION,LAUNCH VEHICLE,CREWED,CELESTIAL BODIES,ORBIT,PROGRAM COST
gsfcirMisn:3005,Sunlab,Hidden,spacecraft,NULL,NULL,NULL,NULL,1991,MAR,1,"Cape Canaveral, FL",Shuttle,NULL,NULL,NULL,NULL
gsfcirMisn:3006,Solar Optical Universal Polarimeter,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3006,SOUP,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3007,Solar Orbiter,Preferred,spacecraft,NULL,NULL,NULL,NULL,2020,FEB,9,"Cape Canaveral, FL",United Launch Alliance Atlas V 411,NULL,NULL,NULL,NULL
gsfcirMisn:3008,Solar Plasma Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3009,Solar Plasma Electrostatic Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3010,Solar Plasma Faraday Cup,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3011,Solar Plasma Measurement,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3012,Solar Plasma Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3013,Solar Probe Plus,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cape Canaveral, FL",Delta IV Heavy,NULL,NULL,NULL,NULL
gsfcirMisn:3013,Parker Solar Probe,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cape Canaveral, FL",Delta IV Heavy,NULL,NULL,NULL,NULL
gsfcirMisn:3014,Solar Proton Alarm,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3015,Solar Proton Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3016,Solar Radiation Detectors,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3017,Solar Radio Astronomy,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3018,Solar Spectral Flux Radiometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3018,SSFR,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3019,Solar Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3020,Solar Spectrum Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3020,SOSP,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3021,Solar Spectrum Studies,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3022,Solar Stellar Irradiance Comparison Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3022,SOLSTICE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3022,Solar Stellar Intercomparison Experiment,Hidden,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3023,Solar Terrestrial Probes Program,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3023,STP,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3024,Solar Ultraviolet Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3024,SUVI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3025,Solar Ultraviolet Measurement of Emitted Radiation,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3025,SUMER,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3026,Solar Ultraviolet Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3027,Solar Ultraviolet Scanning Spectrometer Spectroheliometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3028,Solar Ultraviolet Spectral Irradiance Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3028,SUSIM,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3029,Solar Ultraviolet Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3030,Solar Wind Analyzer around Pluto,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3030,SWAP,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3031,Solar Wind and Suprathermal Ion Composition Studies,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3032,Solar Wind Anisotropies,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3032,SWAN,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3033,Solar Wind Composition,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3034,Solar Wind Electron Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3034,SWEA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3035,Solar Wind Electron Proton and Alpha Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3035,SWEPAM,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3035,Solar Wind Electrons Alphas and Protons,Hidden,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3035,SWEAP,Hidden,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3036,Solar Wind Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3036,SWE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3037,Solar Wind Ion Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3037,SWIA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3038,Solar Wind Ion Composition,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3039,Solar Wind Ion Composition Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3039,SWICS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3040,Solar Wind Ion Mass Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3040,SWIMS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3041,Solar Wind Plasma,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3042,Solar Wind Plasma Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3043,Solar Wind Plasma Faraday Cup,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3044,Solar Wind Protons,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3045,Solar Wind Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3046,Solar X-Ray and Ultraviolet Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3047,Solar X-ray Bursts,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3048,Solar X-Ray Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3049,Solar X-Ray Emissions,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3050,Solar X-Ray Flux,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3051,Solar X-Ray Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3051,SXM,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3052,Solar X-Ray Monitoring Gamma-Ray Astronomy,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3053,Solar X-Ray Photometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3053,SXP,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3054,Solar X-Ray Radiation,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3055,Solar X-Ray Radiation Ion Chamber Photometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3056,Solar X-Ray Telescope,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3057,Solar X-Rays and Cosmic Gamma-Ray Bursts,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3058,Solar-Array Materials,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3059,Solid State Imaging,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3060,Solid Surface Combustion Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3060,SSCE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3061,Solid Surface Wetting Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3070,Solidification of Eutectic System Alloys in Space,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3062,Solid-State Altimeter,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3063,Solid-State Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3064,Solid-State Electron Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3065,Solid-State Imaging Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3065,SSIS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3066,Solid-State Ion Chamber Electron and Proton Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3067,Solid-State Proton-Alpha Particle Telescope,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3068,Solid-State Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3068,SSS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3069,Solid-State Telescope,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3069,SST,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3071,SOLRAD 10,Preferred,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,8,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:3071,Explorer 44,Alternate,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,8,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:3071,SE-C,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,8,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:3071,SOLRAD-C,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,JUL,8,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:3072,SOLRAD 8,Preferred,spacecraft,NULL,NULL,NULL,NULL,1965,NOV,19,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:3072,Explorer 30,Alternate,spacecraft,NULL,NULL,NULL,NULL,1965,NOV,19,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:3072,SE-A,Hidden,spacecraft,NULL,NULL,NULL,NULL,1965,NOV,19,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:3073,SOLRAD 9,Preferred,spacecraft,NULL,NULL,NULL,NULL,1968,MAR,5,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:3073,Explorer 37,Alternate,spacecraft,NULL,NULL,NULL,NULL,1968,MAR,5,"Wallops Island, VA",Scout,NULL,NULL,NULL,NULL
gsfcirMisn:3074,Soluble Acidic Gases and Aerosols,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3074,SAGA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3075,Solution Growth Facility,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3075,SGF,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3076,Solution Growth of Crystals in Zero Gravity,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3077,SORCE,Preferred,spacecraft,NULL,NULL,NULL,NULL,2003,JAN,25,"Cape Canaveral, FL",Pegasus XL,NULL,NULL,NULL,NULL
gsfcirMisn:3077,Solar Radiation and Climate Experiment,Alternate,spacecraft,NULL,NULL,NULL,NULL,2003,JAN,25,"Cape Canaveral, FL",Pegasus XL,NULL,NULL,NULL,NULL
gsfcirMisn:3078,SORTIE,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3078,Scintillation Observations and Response of the lonosphere to Electrodynamics,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3079,Sounding Boards,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3080,Sounding of the Atmosphere using Broadband Emission Radiometry,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3080,SABER,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3081,Southern Polar Cap Solar Particle Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3082,Southwest Ultraviolet Imaging System,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3082,SWUIS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3083,Soyuz MS,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3083,Soyuz-Modernized Systems,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3084,Soyuz MS-01,Preferred,spacecraft,NULL,NULL,NULL,NULL,2016,JUL,7,"Baikonur Cosmodrome, Kazakhstan",Soyuz FG,NULL,NULL,NULL,NULL
gsfcirMisn:3084,Soyuz-Modernized Systems-01,Alternate,spacecraft,NULL,NULL,NULL,NULL,2016,JUL,7,"Baikonur Cosmodrome, Kazakhstan",Soyuz FG,NULL,NULL,NULL,NULL
gsfcirMisn:3085,Soyuz MS-02,Preferred,spacecraft,NULL,NULL,NULL,NULL,2016,OCT,19,"Baikonur Cosmodrome, Kazakhstan",Soyuz FG,NULL,NULL,NULL,NULL
gsfcirMisn:3085,Soyuz-Modernized Systems-02,Alternate,spacecraft,NULL,NULL,NULL,NULL,2016,OCT,19,"Baikonur Cosmodrome, Kazakhstan",Soyuz FG,NULL,NULL,NULL,NULL
gsfcirMisn:3086,Space Acceleration Measurement System,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3086,SAMS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3087,Space Adaptation Syndrome Experiments,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3088,Space Debris Impact Study,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3089,Space Environment Effects,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3090,Space Environment in Situ Suite,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3090,SEISS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3091,Space Environment Monitor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3091,SEM,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3092,Space Environment Survivability of Live Organisms,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3092,SESLO,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3093,Space Environment Viability of Organics,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3093,SEVO,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3094,Space Experiment Furnace,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3094,SEF,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3095,Space Experiments with Particle Accelerators,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3095,SEPAC,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3096,Space Object Radiometry,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3097,Space Plasma High-Voltage Drainage,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3098,Space Portable Spectroreflectometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3098,SPSR,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3099,Space Radiation Dosimeter,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3100,Space Shuttle,Preferred,program,NULL,NULL,NULL,NULL,1980,JUN,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3100,Space Transportation System,Alternate,program,NULL,NULL,NULL,NULL,1980,JUN,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3100,Atlantis,Hidden,program,NULL,NULL,NULL,NULL,1980,JUN,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3100,Challenger,Hidden,program,NULL,NULL,NULL,NULL,1980,JUN,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3100,Columbia,Hidden,program,NULL,NULL,NULL,NULL,1980,JUN,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3100,Discovery,Hidden,program,NULL,NULL,NULL,NULL,1980,JUN,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3100,Endeavour,Hidden,program,NULL,NULL,NULL,NULL,1980,JUN,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3100,Enterprise,Hidden,program,NULL,NULL,NULL,NULL,1980,JUN,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3100,STS,Hidden,program,NULL,NULL,NULL,NULL,1980,JUN,1,"Cape Canaveral, FL",NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3101,Space Technology,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3102,Space Telescope Imaging Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3102,STIS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3102,Space Telescope Imaging Spectrograph,Hidden,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3103,Space Testing of Holographic Data Storage Crystals,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3104,Space Tissue Loss Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3104,STL,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:3104,NIH-C,Hidden,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
