PID,NAME,NAME TYPE,MISSION TYPE,MISSION TYPE PLUS,MISSION CATEGORY,SPACE,TIME,YEAR,MONTH,DAY,LAUNCH LOCATION,LAUNCH VEHICLE,CREWED,CELESTIAL BODIES,ORBIT,PROGRAM COST
gsfcirMisn:2220,Magnetometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2220,MAG,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2221,Magnetospheric Atmospheric X-Ray Imaging Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2221,MAXIE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2222,Magnetospheric Dynamics,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2223,Magnetospheric Electric Fields,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2224,Magnetospheric Energy Coupling To The Atmosphere Investigation,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2225,Magnetospheric Imaging Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2225,MIMI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2226,Magnetospheric Ion Composition Sensor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2226,MICS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2227,Magsat,Preferred,spacecraft,NULL,NULL,NULL,NULL,1979,OCT,30,Vandenberg Air Force Base,Scout-F,NULL,NULL,NULL,NULL
gsfcirMisn:2227,Explorer 61,Alternate,spacecraft,NULL,NULL,NULL,NULL,1979,OCT,30,Vandenberg Air Force Base,Scout-F,NULL,NULL,NULL,NULL
gsfcirMisn:2227,AEM-3,Hidden,spacecraft,NULL,NULL,NULL,NULL,1979,OCT,30,Vandenberg Air Force Base,Scout-F,NULL,NULL,NULL,NULL
gsfcirMisn:2227,AEM-C,Hidden,spacecraft,NULL,NULL,NULL,NULL,1979,OCT,30,Vandenberg Air Force Base,Scout-F,NULL,NULL,NULL,NULL
gsfcirMisn:2227,Magnetic Field Satellite,Hidden,spacecraft,NULL,NULL,NULL,NULL,1979,OCT,30,Vandenberg Air Force Base,Scout-F,NULL,NULL,NULL,NULL
gsfcirMisn:2228,Mammalian Gravity Receptors,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2229,Mapping X-Ray Heliometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2230,Marangoni Convection in Closed Containers,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2231,MarCO,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2231,Mars Cube One,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2232,Mariner,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2233,Mariner 1,Preferred,spacecraft,NULL,NULL,NULL,NULL,1962,JUL,22,"Cape Canaveral, FL",Atlas-Agena B,NULL,NULL,NULL,NULL
gsfcirMisn:2234,Mariner 10,Preferred,spacecraft,NULL,NULL,NULL,NULL,1973,NOV,3,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2234,Mariner Venus/Mercury 73,Alternate,spacecraft,NULL,NULL,NULL,NULL,1973,NOV,3,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2234,Mariner-J,Hidden,spacecraft,NULL,NULL,NULL,NULL,1973,NOV,3,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2235,Mariner 2,Preferred,spacecraft,NULL,NULL,NULL,NULL,1962,AUG,17,"Cape Canaveral, FL",Atlas-Agena B,NULL,NULL,NULL,NULL
gsfcirMisn:2235,Mariner-Venus 1962,Alternate,spacecraft,NULL,NULL,NULL,NULL,1962,AUG,17,"Cape Canaveral, FL",Atlas-Agena B,NULL,NULL,NULL,NULL
gsfcirMisn:2236,Mariner 3,Preferred,spacecraft,NULL,NULL,NULL,NULL,1964,NOV,5,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2237,Mariner 4,Preferred,spacecraft,NULL,NULL,NULL,NULL,1964,NOV,28,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2237,Mariner-Mars 1964,Alternate,spacecraft,NULL,NULL,NULL,NULL,1964,NOV,28,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2238,Mariner 5,Preferred,spacecraft,NULL,NULL,NULL,NULL,1967,JUN,14,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2238,Mariner Venus '67,Alternate,spacecraft,NULL,NULL,NULL,NULL,1967,JUN,14,"Cape Canaveral, FL",Atlas-Agena D,NULL,NULL,NULL,NULL
gsfcirMisn:2239,Mariner 6,Preferred,spacecraft,NULL,NULL,NULL,NULL,1969,FEB,25,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2239,Mariner Mars 69A,Alternate,spacecraft,NULL,NULL,NULL,NULL,1969,FEB,25,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2239,Mariner F,Hidden,spacecraft,NULL,NULL,NULL,NULL,1969,FEB,25,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2240,Mariner 7,Preferred,spacecraft,NULL,NULL,NULL,NULL,1969,MAR,27,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2240,Mariner Mars 69B,Alternate,spacecraft,NULL,NULL,NULL,NULL,1969,MAR,27,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2240,Mariner G,Hidden,spacecraft,NULL,NULL,NULL,NULL,1969,MAR,27,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2241,Mariner 8,Preferred,spacecraft,NULL,NULL,NULL,NULL,1971,MAY,9,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2241,Mariner-H,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,MAY,9,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2242,Mariner 9,Preferred,spacecraft,NULL,NULL,NULL,NULL,1971,MAY,30,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2242,Mariner Mars '71,Alternate,spacecraft,NULL,NULL,NULL,NULL,1971,MAY,30,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2242,Mariner-I,Hidden,spacecraft,NULL,NULL,NULL,NULL,1971,MAY,30,"Cape Canaveral, FL",Atlas-Centaur,NULL,NULL,NULL,NULL
gsfcirMisn:2243,Mars 2020,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2243,Mars 2020 rover,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2244,Mars Advanced Radar for Subsurface and Ionospheric Sounding,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2244,MARSIS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2245,Mars Atmosphere and Climatology,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2246,Mars Atmospheric Water Detector,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2246,MAWD,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2247,Mars Balloon Relay,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2247,MBR,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2248,Mars Climate Orbiter,Preferred,spacecraft,NULL,NULL,NULL,NULL,1998,DEC,11,"Cape Canaveral, FL",Delta II 7425,NULL,NULL,NULL,NULL
gsfcirMisn:2248,Mars Surveyor 98 Orbiter,Alternate,spacecraft,NULL,NULL,NULL,NULL,1998,DEC,11,"Cape Canaveral, FL",Delta II 7425,NULL,NULL,NULL,NULL
gsfcirMisn:2248,Mars '98 Orbiter,Hidden,spacecraft,NULL,NULL,NULL,NULL,1998,DEC,11,"Cape Canaveral, FL",Delta II 7425,NULL,NULL,NULL,NULL
gsfcirMisn:2249,Mars Climate Sounder,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2249,MCS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2250,Mars Color Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2250,MARCI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2251,Mars Descent Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2251,MARDI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2252,Mars Environmental Dynamics Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2252,MEDA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2253,Mars Exploration Rovers,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2254,Mars Express,Preferred,spacecraft,NULL,NULL,NULL,NULL,2003,JUN,2,"Baikonur Cosmodrome, Kazakhstan",Soyuz,NULL,NULL,NULL,NULL
gsfcirMisn:2254,Mars Express Orbiter,Alternate,spacecraft,NULL,NULL,NULL,NULL,2003,JUN,2,"Baikonur Cosmodrome, Kazakhstan",Soyuz,NULL,NULL,NULL,NULL
gsfcirMisn:2254,Beagle 2,Hidden,spacecraft,NULL,NULL,NULL,NULL,2003,JUN,2,"Baikonur Cosmodrome, Kazakhstan",Soyuz,NULL,NULL,NULL,NULL
gsfcirMisn:2254,MEX,Hidden,spacecraft,NULL,NULL,NULL,NULL,2003,JUN,2,"Baikonur Cosmodrome, Kazakhstan",Soyuz,NULL,NULL,NULL,NULL
gsfcirMisn:2255,Mars Global Surveyor,Preferred,spacecraft,NULL,NULL,NULL,NULL,1996,NOV,7,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:2255,MGS,Alternate,spacecraft,NULL,NULL,NULL,NULL,1996,NOV,7,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:2256,Mars Hand Lens Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2256,MAHLI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2257,Mars In-situ Propellant Production Precursor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2258,Mars Lander Communications Relay,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2258,MARESS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2259,Mars Lander Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2260,Mars Magnetic Properties Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2261,Mars Observer,Preferred,spacecraft,NULL,NULL,NULL,NULL,1992,SEP,25,"Cape Canaveral, FL",Titan III,NULL,NULL,NULL,NULL
gsfcirMisn:2261,Mars Geoscience/Climatology Orbiter,Alternate,spacecraft,NULL,NULL,NULL,NULL,1992,SEP,25,"Cape Canaveral, FL",Titan III,NULL,NULL,NULL,NULL
gsfcirMisn:2261,MGCO,Hidden,spacecraft,NULL,NULL,NULL,NULL,1992,SEP,25,"Cape Canaveral, FL",Titan III,NULL,NULL,NULL,NULL
gsfcirMisn:2262,Mars Observer Camera,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2263,Mars Observer Laser Altimeter,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2264,Mars Odyssey 2001,Preferred,spacecraft,NULL,NULL,NULL,NULL,2001,APR,7,"Cape Canaveral, FL",Delta II 7425,NULL,NULL,NULL,NULL
gsfcirMisn:2264,Mars Surveyor 2001 Orbiter,Alternate,spacecraft,NULL,NULL,NULL,NULL,2001,APR,7,"Cape Canaveral, FL",Delta II 7425,NULL,NULL,NULL,NULL
gsfcirMisn:2265,Mars Orbiter Camera,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2265,MOC,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2266,Mars Orbiter Laser Altimeter,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2266,MOLA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2267,Mars Oxygen ISRU Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2267,MOXIE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2268,Mars Pathfinder,Preferred,spacecraft,NULL,NULL,NULL,NULL,1996,DEC,4,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:2268,Mars Environmental Survey Pathfinder,Alternate,spacecraft,NULL,NULL,NULL,NULL,1996,DEC,4,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:2268,Carl Sagan Memorial Station,Hidden,spacecraft,NULL,NULL,NULL,NULL,1996,DEC,4,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:2268,MESUR Pathfinder,Hidden,spacecraft,NULL,NULL,NULL,NULL,1996,DEC,4,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:2268,Pathfinder,Hidden,spacecraft,NULL,NULL,NULL,NULL,1996,DEC,4,"Cape Canaveral, FL",Delta II 7925,NULL,NULL,NULL,NULL
gsfcirMisn:2269,Mars Polar Atmospheic Science,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2270,Mars Polar Lander,Preferred,spacecraft,NULL,NULL,NULL,NULL,1999,JAN,3,"Cape Canaveral, FL",Delta II 7425,NULL,NULL,NULL,NULL
gsfcirMisn:2270,Mars Surveyor '98 Lander,Alternate,spacecraft,NULL,NULL,NULL,NULL,1999,JAN,3,"Cape Canaveral, FL",Delta II 7425,NULL,NULL,NULL,NULL
gsfcirMisn:2270,MPL,Hidden,spacecraft,NULL,NULL,NULL,NULL,1999,JAN,3,"Cape Canaveral, FL",Delta II 7425,NULL,NULL,NULL,NULL
gsfcirMisn:2271,Mars Radiation Environment Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2271,MARIE,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2272,Mars Radio Science Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2272,Mars Radio Science,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2273,Mars Reconnaissance Orbiter,Preferred,spacecraft,NULL,NULL,NULL,NULL,2005,AUG,12,"Cape Canaveral, FL",Atlas V 401,NULL,NULL,NULL,NULL
gsfcirMisn:2273,MRO,Alternate,spacecraft,NULL,NULL,NULL,NULL,2005,AUG,12,"Cape Canaveral, FL",Atlas V 401,NULL,NULL,NULL,NULL
gsfcirMisn:2274,Mars Relay Communications Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2275,Mars Science Entry Descent and Landing Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2275,MEDLI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2276,Mars Science Laboratory,Preferred,spacecraft,NULL,NULL,NULL,NULL,2011,NOV,26,"Cape Canaveral, FL",Atlas V,NULL,NULL,NULL,NULL
gsfcirMisn:2276,Curiosity,Alternate,spacecraft,NULL,NULL,NULL,NULL,2011,NOV,26,"Cape Canaveral, FL",Atlas V,NULL,NULL,NULL,NULL
gsfcirMisn:2277,Mars Surface-Atmospheric Science,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2279,Mars Surveyor 2001,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2280,Mars Surveyor 2001 Lander,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2281,Mars Surveyor 2001 Rover,Preferred,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2281,Marie Curie,Alternate,spacecraft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2278,Mars Surveyor '98 program,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2282,Mars Volatiles and Climate Surveyor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2282,MVACS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2283,Martian Radiation Environment Experiment,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2284,Mass Separating Solar Wind,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2285,Mass Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2286,Mass Spectrometer Telescope,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2287,Mastcam,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2288,Materials Experiment Assembly,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2288,MEA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2289,Materials Science Lab,Preferred,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2289,MSL,Alternate,program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2290,MatLab-1,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2290,Materials Laboratory-1,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2291,MAVEN,Preferred,spacecraft,NULL,NULL,NULL,NULL,2013,NOV,18,"Cape Canaveral, FL",Atlas V 401,NULL,NULL,NULL,NULL
gsfcirMisn:2291,Mars Atmosphere and Violatile EvoutioN,Alternate,spacecraft,NULL,NULL,NULL,NULL,2013,NOV,18,"Cape Canaveral, FL",Atlas V 401,NULL,NULL,NULL,NULL
gsfcirMisn:2292,Measurement of Air Pollution from Satellites,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2292,MAPS,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2293,Measurement of Pollution in Troposphere,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2293,MOPITT,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2294,Measurements of Atmospheric Pollution Lidar,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2294,UMAP Lidar,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2295,Mechanics of Granular Materials,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2295,MGM,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2296,Medium Electron Sensor,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2297,Medium Energy Cosmic Rays,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2298,Medium Energy GM Tube,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2299,Medium Energy Ion Mass Spectrometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2300,Medium Energy Particle Analyzer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2300,MEPA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2301,Medium Energy Particle Detectors,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2302,Medium Energy Particles Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2302,MEPI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2303,Medium Resolution Instrument,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2303,MRI,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2304,Medium-Energy Neutral Atom Imager,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2304,MENA,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2305,Medium-Energy Solar Protons and Electrons,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2306,Medium-Resolution Infrared Radiometer,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2306,MRIR,Alternate,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gsfcirMisn:2307,Medusa Whole Air Sampler,Preferred,experiment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
